chembl_id,smiles,pIC50,n
CHEMBL5441878,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(n1)NC(=O)CO2,5.575,2
CHEMBL5441539,CC(C)(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,6.55,3
CHEMBL5441752,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc(Cn4ccnc4)c3)cc12)c1ccc2c(c1)OCCO2,4.002,1
CHEMBL5441548,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2cn[nH]c2c1,4.002,1
CHEMBL5442051,Cc1nn(C)cc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,6.33,3
CHEMBL5441958,Cc1cn[nH]c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,5.06,3
CHEMBL5441938,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C4CCC4)c3)cc12)c1ccc2c(c1)OCCO2,5.85,3
CHEMBL5441749,CCn1nccc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,5.89,3
CHEMBL5441580,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccnn3C)cc12)c1ccc2c(c1)OCCO2,6.08,3
CHEMBL5441620,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)OCCO2,6.21,3
CHEMBL5442015,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C(C)C)c3)cc12)c1ccc2c(c1)OCCO2,6.06,3
CHEMBL5441634,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C4CC4)c3)cc12)c1ccc2c(c1)OCCO2,5.95,3
CHEMBL5441988,CNC(=O)c1cccc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1,6.38,3
CHEMBL5441706,CCCn1nccc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,5.61,3
CHEMBL5441591,COC(=O)c1coc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1,5.0,3
CHEMBL5441664,Cc1occc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,5.05,3
CHEMBL5441725,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc(CN4CCS(=O)(=O)CC4)c3)cc12)c1ccc2c(c1)OCCO2,5.46,3
CHEMBL5441942,Cc1ccc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)o1,4.405,2
CHEMBL5442006,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc(CC#N)cc3)cc12)c1ccc2c(c1)OCCO2,4.56,2
CHEMBL5441924,Cc1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)o1,5.87,3
CHEMBL5442036,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)NC(=O)CO2,6.52,3
CHEMBL5441959,CC(C)[C@@H](Nc1ncnc2[nH]c(C3=CCCN(C(=O)OCc4ccccc4)C3)cc12)c1ccc2c(c1)OCCO2,4.002,1
CHEMBL5441764,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn([C@@H](C)C(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,6.3,3
CHEMBL5441525,CC(C)[C@@H](Nc1ncnc2[nH]c([C@@H]3CCCNC3)cc12)c1ccc2c(c1)OCCO2,5.29,3
CHEMBL5441849,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2nn[nH]c2c1,5.39,3
CHEMBL5441823,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)NC(=O)CO2,6.605,4
CHEMBL5441508,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C4(C(N)=O)CC4)c3)cc12)c1ccc2c(c1)OCCO2,5.88,3
CHEMBL5442019,Cc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)co1,4.87,3
CHEMBL5441976,CNc1cc(N[C@@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)ncn1,5.22,1
CHEMBL5441839,CC(C)[C@@H](Nc1cc(C(N)=O)ccn1)c1ccc2c(c1)S(=O)(=O)CCC2,4.002,1
CHEMBL5441682,CNC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)NC(=O)CO4)C(C)C)c12,6.51,1
CHEMBL5441830,Cc1n[nH]c(C)c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,4.5,1
CHEMBL5441594,CNC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)c12,5.71,2
CHEMBL5441434,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)NC(=O)CO2,5.475,2
CHEMBL5441391,Cn1ncc(-c2cc3c(N[C@@H](c4ccc5c(n4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,7.34,7
CHEMBL5441422,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2,6.87,3
CHEMBL5441418,CC(C)[C@@H](Nc1ncnc2[nH]cc(C(=O)NC3CC3)c12)c1ccc2c(c1)S(=O)(=O)CCC2,6.82,3
CHEMBL5441427,CC(C)(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2,7.14,4
CHEMBL5441481,Cc1nnc(CNC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)o1,5.95,1
CHEMBL5441810,COCCNC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)c12,6.49,1
CHEMBL5441435,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.125,2
CHEMBL5442114,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3cn[nH]c3)cc12)c1ccc2c(c1)OCCO2,5.59,1
CHEMBL5441550,Cc1cc(CNC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)[nH]n1,5.92,1
CHEMBL5441647,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCn3cncn3)cc12)c1ccc2c(c1)OCCO2,5.75,1
CHEMBL5442045,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCC3CN(C)C3)cc12)c1ccc2c(c1)OCCO2,6.05,1
CHEMBL5441757,CNc1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)c12,4.54,1
CHEMBL5442043,CC(C)[C@@H](c1ccc2c(c1)OCCO2)N(C)c1ncnc2[nH]c(Br)cc12,4.002,1
CHEMBL5442072,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC3COC3)cc12)c1ccc2c(c1)OCCO2,5.97,2
CHEMBL5441718,CC(C)[C@@H](c1ccc2c(c1)OCCO2)N(C)c1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12,4.7,1
CHEMBL5441670,CC(C)[C@@H](Nc1ccnc2[nH]ncc12)c1ccc2c(c1)S(=O)(=O)CCC2,4.002,1
CHEMBL5441433,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,7.48,7
CHEMBL5442067,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)O)cc12)c1ccc2c(c1)OCCO2,4.935,2
CHEMBL5441984,Cc1ccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)cc1S(C)(=O)=O,5.045,2
CHEMBL5441417,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.785,6
CHEMBL5441420,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,7.47,12
CHEMBL5441429,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.31,4
CHEMBL5441736,Cc1cnn(C)c1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,4.281,2
CHEMBL5441672,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3cnccc3O)cc12)c1ccc2c(c1)OCCO2,4.875,2
CHEMBL5441486,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC3(CF)COC3)cc12)c1ccc2c(c1)OCCO2,5.83,2
CHEMBL5441430,CNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,7.3,8
CHEMBL5441612,CO[C@@H]1CCC[C@H]1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,5.935,2
CHEMBL5442107,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC34CC(C#N)(C3)C4)cc12)c1ccc2c(c1)OCCO2,5.79,2
CHEMBL5441754,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC[C@@H]3CCOC3)cc12)c1ccc2c(c1)OCCO2,6.09,2
CHEMBL5441954,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(F)CC3)cc12)c1ccc2c(c1)OCCO2,5.785,2
CHEMBL5442095,COCCC1(NC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)CC1,5.455,2
CHEMBL5442125,COc1cn[nH]c1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,4.14,1
CHEMBL5441771,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCC(F)F)cc12)c1ccc2c(c1)OCCO2,5.975,2
CHEMBL5441892,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3cnco3)cc12)c1ccc2c(c1)OCCO2,5.97,2
CHEMBL5441893,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3=NCCCN3)cc12)c1ccc2c(c1)OCCO2,5.27,2
CHEMBL5442077,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCc3cn[nH]c3)cc12)c1ccc2c(c1)OCCO2,5.67,2
CHEMBL5441533,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3c[nH]cn3)cc12)c1ccc2c(c1)OCCO2,5.765,2
CHEMBL5441595,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@H]3[C@@H]4CN(C)C[C@@H]43)cc12)c1ccc2c(c1)OCCO2,5.82,2
CHEMBL5441936,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3ncccn3)cc12)c1ccc2c(c1)OCCO2,5.38,2
CHEMBL5441950,CC(=O)N1CC(NC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)C1,5.9,2
CHEMBL5441626,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCc3cnco3)cc12)c1ccc2c(c1)OCCO2,5.87,2
CHEMBL5441575,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC(C)(C)C#N)cc12)c1ccc2c(c1)OCCO2,5.525,2
CHEMBL5441913,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3cnoc3)cc12)c1ccc2c(c1)OCCO2,5.48,2
CHEMBL5442037,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(CO)CCC3)cc12)c1ccc2c(c1)OCCO2,5.76,2
CHEMBL5441844,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(C#N)CC3)cc12)c1ccc2c(c1)OCCO2,5.77,2
CHEMBL5441946,COc1nc(NC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)n[nH]1,4.33,1
CHEMBL5441518,Cc1ncn(C)c1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,4.84,2
CHEMBL5441531,CC(C)[C@@H](Nc1ccnc2nn[nH]c12)c1ccc2c(c1)S(=O)(=O)CCC2,4.002,1
CHEMBL5442087,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC3CN(C)C3)cc12)c1ccc2c(c1)OCCO2,5.665,2
CHEMBL5441727,CC(C)[C@@H](Nc1n[nH]c2ncccc12)c1ccc2c(c1)S(=O)(=O)CCC2,4.36,1
CHEMBL5441390,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,7.47,9
CHEMBL5441714,CC(C)[C@@H](Nc1ncnc2[nH]c([C@@]3(O)CCOC3)cc12)c1ccc2c(c1)OCCO2,4.82,2
CHEMBL5441868,O=C1NCCc2ccc(CNc3ncnc4[nH]ccc34)cc21,4.002,1
CHEMBL5441532,CC(C)[C@@H](Nc1ccnc2nccn12)c1ccc2c(c1)S(=O)(=O)CCC2,4.002,1
CHEMBL5442000,CC(C)[C@@H](Nc1cnc2[nH]cnc2c1)c1ccc2c(c1)S(=O)(=O)CCC2,4.002,1
CHEMBL5441476,CC(C)[C@@H](Nc1ncnc2[nH]cnc12)c1ccc2c(c1)S(=O)(=O)CCC2,5.88,3
CHEMBL5441490,CC(C)[C@@H](Nc1ncnc2n[nH]cc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.03,3
CHEMBL5441546,CC(C)[C@@H](Nc1ncnc2[nH]c([C@@]3(O)CCCNC3)cc12)c1ccc2c(c1)OCCO2,4.805,2
CHEMBL5441415,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)OCCO2,4.72,6
CHEMBL5442017,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3ncco3)cc12)c1ccc2c(c1)OCCO2,5.185,2
CHEMBL5441731,O=C(O)CC(NC(=O)c1ncnc2[nH]ccc12)c1ccc(NC2C[C@H]3CC(CO)C[C@@H]23)cc1,4.002,1
CHEMBL5441513,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3cn(C)nc3O)cc12)c1ccc2c(c1)OCCO2,6.19,2
CHEMBL5441413,CNC(=O)Cn1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)cn1,7.62,10
CHEMBL5441495,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3ccno3)cc12)c1ccc2c(c1)OCCO2,6.09,2
CHEMBL5441627,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@H]3[C@@H]4COC[C@@H]43)cc12)c1ccc2c(c1)OCCO2,6.23,2
CHEMBL5441755,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3CN(C)C3)cc12)c1ccc2c(c1)OCCO2,6.08,2
CHEMBL5442032,Cc1ncc(CNC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)o1,6.185,2
CHEMBL5441977,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCc3c[nH]nn3)cc12)c1ccc2c(c1)OCCO2,5.955,2
CHEMBL5441983,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3nncn3C)cc12)c1ccc2c(c1)OCCO2,5.885,2
CHEMBL5441748,CCc1[nH]nnc1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,5.365,2
CHEMBL5441846,CC(C)[C@@H](Nc1nccc2[nH]c(=O)[nH]c12)c1ccc2c(c1)S(=O)(=O)CCC2,4.002,1
CHEMBL5441819,CC(C)[C@@H](Nc1ncnc(N)c1Cl)c1ccc2c(c1)S(=O)(=O)CCC2,5.79,3
CHEMBL5442070,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3ccn(C)n3)cc12)c1ccc2c(c1)OCCO2,6.0,2
CHEMBL5441923,COc1ccc([C@@H](NC(=O)c2[nH]cnc3nccc2-3)C(C)c2nnn[nH]2)cc1,5.68,4
CHEMBL5441401,CNCc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)co1,7.6,9
CHEMBL5442057,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@@H]3CCN(C)C3)cc12)c1ccc2c(c1)OCCO2,6.34,2
CHEMBL5441610,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1cccc(S(C)(=O)=O)c1,4.02,1
CHEMBL5441719,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc(F)c(C#N)c1,5.08,2
CHEMBL5441872,COc1ccc([C@@H](NC(=O)c2ncnc3[nH]ccc23)C(C)(C)C#N)cc1,4.002,1
CHEMBL5441735,CNc1nccc(N[C@@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)n1,4.002,2
CHEMBL5441891,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)N(C)CC2,5.005,2
CHEMBL5442080,CC(C)[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)n1c(=O)[nH]c2c(N)ccnc21,4.002,1
CHEMBL5441985,COc1ccc([C@@H](NC(=O)c2ncnc3[nH]ccc23)C(C)(C)c2nnn[nH]2)cc1,5.59,2
CHEMBL5441624,CC(C)[C@@H](Nc1cccc2nc[nH]c(=O)c12)c1ccc2c(c1)S(=O)(=O)CCC2,4.002,2
CHEMBL5441989,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)OCCO2,6.33,2
CHEMBL5441506,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(CO)CC3)cc12)c1ccc2c(c1)OCCO2,5.885,2
CHEMBL5441482,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CO2,5.535,2
CHEMBL5441582,CC(C)[C@@H](Nc1ccnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,4.002,2
CHEMBL5441603,CNCc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)NC(=O)CO5)C(C)C)ncnc3[nH]2)co1,6.615,2
CHEMBL5441642,CCNC(=O)c1cc2c(N[C@@H](c3cccc(-c4ccc(OC)nc4)c3)C(C)C)ncnc2[nH]1,4.715,2
CHEMBL5441737,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)NCC2,5.95,2
CHEMBL5441753,COc1c(Cl)ncnc1N[C@@H](c1ccc2c(c1)S(=O)(=O)CCC2)C(C)C,4.002,1
CHEMBL5441633,CCNC(=O)c1cc2c(N[C@@H](C(=O)NC3CCOCC3)C(C)C)ncnc2[nH]1,4.002,1
CHEMBL5442140,CCNC(=O)c1cc2c(N[C@@H](CC(=O)Nc3cnn(C(C)C)c3)C(C)C)ncnc2[nH]1,4.595,2
CHEMBL5441756,CCNC(=O)c1cc2c(N[C@@H](CCc3cccc(NS(C)(=O)=O)c3)C(C)C)ncnc2[nH]1,4.002,1
CHEMBL5441477,CC(C)[C@@H](Nc1c(N)cnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,4.002,1
CHEMBL5441411,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)NCC4)C(C)C)ncnc2[nH]1,6.92,4
CHEMBL5441707,CCNC(=O)c1cc2c(N[C@@H](c3cc4c(cc3Cl)OCO4)C(C)C)ncnc2[nH]1,5.26,2
CHEMBL5441680,CCNC(=O)c1cc2c(N[C@@H](c3nc4ccccc4o3)C(C)C)ncnc2[nH]1,4.72,2
CHEMBL5441917,CCNC(=O)c1cc2c(N[C@@H](c3cccnc3OCC(F)(F)F)C(C)C)ncnc2[nH]1,4.002,1
CHEMBL5441400,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,7.82,3
CHEMBL5441993,Cn1ncc(-c2cc3c(N[C@H](c4ccc5c(n4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,5.51,5
CHEMBL5441436,CNC(=O)c1c[nH]c2ncnc(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)c12,6.92,3
CHEMBL5441700,CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2,4.91,2
CHEMBL5441943,CNC(=O)Cn1cc(-c2cc3c(N[C@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cn1,6.66,2
CHEMBL5441403,CNCc1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)co1,5.72,3
CHEMBL5441424,CNC(=O)Cn1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)cn1,5.25,3
CHEMBL5441404,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)NC(=O)CO2,7.01,2
CHEMBL5442154,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)SCCO2,5.72,2
CHEMBL5441397,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)NCC2,7.195,2
CHEMBL5441962,CC(C)[C@H](Nc1ncnc2[nH]c(C(=O)N[C@@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,5.52,4
CHEMBL5441396,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,7.14,7
CHEMBL5441419,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc4nnn(C)c4c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,7.035,2
CHEMBL5441496,CCNC(=O)c1cc2c(N[C@@H](c3ccc4ncn(C)c(=O)c4c3)C(C)C)ncnc2[nH]1,6.365,2
CHEMBL5483082,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)[S+]([O-])CCO2,6.21,2
CHEMBL5441787,COC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)CCN4)C(C)C)ncnc2[nH]1,4.54,3
CHEMBL5441425,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc4cncn4c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.965,2
CHEMBL5442161,CNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)NC(=O)CO4)C(C)C)ncnc2[nH]1,5.92,4
CHEMBL5441478,CNc1nccc(N[C@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)n1,4.002,1
CHEMBL5441845,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)CCN4C(=O)C3CC3)C(C)C)ncnc2[nH]1,4.61,1
CHEMBL5441405,CNCc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)NCC5)C(C)C)ncnc3[nH]2)co1,7.16,4
CHEMBL5441824,CC(C)[C@H](Nc1ncnc2[nH]cc(C(=O)NC3CC3)c12)c1ccc2c(c1)S(=O)(=O)CCC2,5.37,3
CHEMBL5442156,CCNC(=O)c1cc2c(N[C@@H](c3cnc(NC(C)=O)s3)C(C)C)ncnc2[nH]1,5.36,3
CHEMBL5441991,CC(C)[C@@H](Nc1ncnc2[nH]c(C3=CCS(=O)(=O)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.93,3
CHEMBL5441394,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,7.64,8
CHEMBL5441838,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C3CC3)ncnc2[nH]1,6.49,2
CHEMBL5441596,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(n3)NC(=O)CO4)C(C)C)ncnc2[nH]1,6.105,2
CHEMBL5441395,Cc1nn(C)cc1-c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,7.55,13
CHEMBL5441389,Cc1nn(C)cc1-c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,4.695,2
CHEMBL5441761,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2,4.93,1
CHEMBL5441479,CC(C)[C@H](Nc1ncnc2[nH]cnc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.13,1
CHEMBL5441388,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCO4)C(C)C)ncnc2[nH]1,7.235,6
CHEMBL5441406,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCO2,6.74,1
CHEMBL5441426,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cncc(S(C)(=O)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,7.17,4
CHEMBL5441505,CC(C)[C@H](Nc1ccnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,4.002,1
CHEMBL5442146,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,5.89,1
CHEMBL5441412,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,5.04,1
CHEMBL5441402,CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,6.91,1
CHEMBL5441782,CC(C)[C@H](Nc1ncnc2[nH]c(C(=O)N[C@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,5.5,1
CHEMBL5441387,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,7.12,2
CHEMBL5441431,CNC(=O)c1cccc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)c1,7.66,7
CHEMBL5441701,CNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,5.75,1
CHEMBL5442155,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)NC(=O)CO2,4.002,1
CHEMBL5441393,CNC(=O)c1cccc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)c1,5.17,1
