id,smiles,pIC50,n,source
CHEMBL5973198,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC(C)(C)C)C(=O)N3C[C@]4(CC3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL6006410,CN(C(=O)c1cc2c(F)c(F)ccc2[nH]1)[C@@H](CC(C)(C)C)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5963406,CN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](CC(C)(C)C)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5757740,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC(C)(C)C)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5828735,CN(C(=O)OCc1ccccc1)[C@@H](CC1CCC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5776727,CCN(C(=O)OCc1ccccc1)[C@@H](CC(C)C)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5986981,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC1CCC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL6039914,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC3CCC3)C(=O)N3C[C@]4(CC3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5947325,CN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](CC1CCC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL6029047,CN(C(=O)c1cc2c(OC3CC3)cccc2[nH]1)[C@@H](CC1CCC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5941769,CCN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](CC(C)C)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5750023,C=CCN(C(=O)OCc1ccccc1)[C@@H](CC(C)C)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5826032,CCCN(C(=O)OCc1ccccc1)[C@@H](CC(C)C)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5752304,CCCN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](CC(C)C)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5947740,CCCN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC(C)C)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5846150,CC(C)CC[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)OCc1ccccc1,7.0,1,ChEMBL
CHEMBL5979756,CN(C(=O)OCc1ccccc1)[C@@H](CC(C)(C)F)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL6059221,CN(C(=O)OCc1ccccc1)[C@@H](CC1CC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5991690,CC(C)CC[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)cc(F)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5795937,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CCC(C)C)C(=O)N3C[C@]4(CC3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5886140,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC3CCCC3)C(=O)N3C[C@]4(CC3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5944776,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC1CCCC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5999412,CN(C(=O)c1cc2c(C(=O)C(F)(F)F)cccc2[nH]1)[C@@H](CC1CCCC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5960766,CN(C(=O)c1cc2c(F)cc(F)c(F)c2[nH]1)[C@@H](CC1CCCC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5824613,CN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](CC1CCCCC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5839577,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC1CCCCC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL6002297,CN(C(=O)c1cc2c(F)c(F)ccc2[nH]1)[C@@H](CC1CCCCC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5901846,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC3CCCCC3)C(=O)N3C[C@]4(CC3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5830792,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC3CC3)C(=O)N3C[C@]4(CC3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5822659,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC1CC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5821914,CN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](CC1CC1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL6065869,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC(C)C)C(=O)N3C[C@]4(CC3C=O)C(=O)N(C)c3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL6031391,C#C[C@@H]1C[C@@]2(CN1C(=O)[C@H](CC(C)C)N(C)C(=O)c1cc3c(OC)cccc3[nH]1)C(=O)N(C)c1ccccc12,7.0,1,ChEMBL
CHEMBL5820046,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)NCc1ccccc1,7.0,1,ChEMBL
CHEMBL6060286,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC(C)(C)F)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1cccc(Cl)c12,7.0,1,ChEMBL
CHEMBL6160297,Cc1ccc(OCCN(C)C)cc1C(=O)N[C@H](C)c1cc(-c2cncs2)cc(-c2cncs2)c1,7.0,1,ChEMBL
CHEMBL6161668,Cc1ccc(OCCN(C)C)cc1C(=O)N[C@H](C)c1cc(-c2ccsc2)cc(-c2ccsc2)c1,7.0,1,ChEMBL
CHEMBL6147704,COCCn1cc(-c2cc(-c3cnn(CCO)c3)cc([C@@H](C)NC(=O)c3cc(OCCN(C)C)ccc3C)c2)cn1,7.0,1,ChEMBL
CHEMBL6133865,O=C1C[C@H]2CCCN2C(=O)c2cncc(c2)/C=C/CCCCCCOC(=O)[C@@H](Cc2ccc(Cl)cc2)N1,7.0,1,ChEMBL
CHEMBL6102691,CCOC(=O)/C=C/C(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cc(-c2cnn(C)c2)cc(-c2ccn(CC)n2)c1,7.0,1,ChEMBL
CHEMBL6160946,CCn1ccc(-c2cc(-c3cnn(C)c3)cc([C@@H](C)NC(=O)c3ccccc3CCC(=O)NNC(=O)/C=C/C(=O)OC(C)(C)C)c2)n1,7.0,1,ChEMBL
CHEMBL6144633,CCn1ccc(-c2cc(-c3cnn(C)c3)cc([C@@H](C)NC(=O)c3ccccc3CCC(=O)NNC(=O)/C=C/C(=O)N3CCC3)c2)n1,7.0,1,ChEMBL
CHEMBL6161804,CCn1ccc(-c2cc(-c3cnn(C)c3)cc([C@@H](C)NC(=O)c3ccccc3CCC(=O)NNC(=O)/C=C/C(=O)N3CC(C)(C)C3)c2)n1,7.0,1,ChEMBL
CHEMBL6151578,CCn1ccc(-c2cc(-c3cnn(C)c3)cc([C@@H](C)NC(=O)c3ccccc3CCC(=O)NNC(=O)/C=C/C(=O)N3CC(F)(F)C3)c2)n1,7.0,1,ChEMBL
CHEMBL6132695,CCn1ccc(-c2cc(-c3cnn(C)c3)cc([C@@H](C)NC(=O)c3ccccc3CCC(=O)NNC(=O)/C=C/C(=O)N3CC(F)C3)c2)n1,7.0,1,ChEMBL
CHEMBL6120816,CCn1ccc(-c2cc(-c3cnn(C)c3)cc([C@@H](C)NC(=O)c3ccccc3CCC(=O)NNC(=O)/C=C/C(=O)N3CC(C(F)(F)F)C3)c2)n1,7.0,1,ChEMBL
CHEMBL6150542,CCn1ccc(-c2cc(-c3cnn(C)c3)cc([C@@H](C)NC(=O)c3ccccc3CCC(=O)NNC(=O)/C=C/C(=O)NC34CC(C3)C4)c2)n1,7.0,1,ChEMBL
CHEMBL5085894,CC(C)C[C@H](NC(=O)OCC1CCC(F)(F)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],7.0,1,ChEMBL
MAT-POS-f2460aef-1,CC(C)(C)c1ccc(N(C(=O)c2ccco2)[C@H](C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,7.0,1,Moonshot
EDJ-MED-e69ed63d-8,CCNC(=O)CN1CC(C(=O)Nc2cncc3cc(S(C)(=O)=O)ccc23)c2cc(Cl)ccc2C1=O,7.0,1,Moonshot
ALF-EVA-07677224-7,COC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,7.0,2,Moonshot
CHEMBL477164,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(Cl)cc1F,6.99,1,ChEMBL
CHEMBL5566211,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)c1cc2ccccc2[nH]1,6.99,1,ChEMBL
CHEMBL1892684,O=C(Oc1cncc(Cl)c1)c1sccc1Cl,6.99,1,ChEMBL
CHEMBL6168655,Cc1ccc(OCCN(C)C)cc1C(=O)N[C@H](C)c1cc(-c2ccccc2)cc(-c2ccccc2)c1,6.99,1,ChEMBL
MAT-POS-853c0ffa-15,CS(=O)(=O)c1ccc2c(N3CCC4(CN(S(=O)(=O)CC5(C#N)CC5)Cc5ccc(Cl)cc54)C3=O)cncc2c1,6.99,1,Moonshot
RAL-THA-a9c31980-1,CCNC(=O)CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,6.98,1,Moonshot
MAT-POS-5cd9ea36-20,CN(C1CC1)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,6.98,1,Moonshot
MAT-POS-5cd9ea36-22,COCCN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,6.98,1,Moonshot
CHEMBL4852855,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.98,1,ChEMBL
CHEMBL5275051,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)OC(C)(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.98,1,ChEMBL
CHEMBL5438575,CC(C)(C)NC(=O)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C1CCC1,6.98,1,ChEMBL
CHEMBL5556145,CN(C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)N(C#N)Cc1ccc(Br)cc1F,6.98,1,ChEMBL
CHEMBL5549975,CNC(=O)c1cc(Br)cc([N+](=O)[O-])c1N[C@@H]1CCCC[C@@H]1NC(=O)c1cc(=O)[nH]c2cc(F)ccc12,6.98,1,ChEMBL
MAT-POS-50a80394-1,CC1CN(c2cncc3ccccc23)C(=O)C12CN(S(=O)(=O)CC1(C#N)CC1)Cc1ccc(Cl)cc12,6.97,1,Moonshot
EDJ-MED-8bb691af-8,CNC(=O)CN1CC2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,6.97,2,Moonshot
RAL-THA-a9c31980-9,O=C(CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)NCC1CCC1,6.97,1,Moonshot
EDJ-MED-76744c27-5,CC(C)CS(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,6.97,1,Moonshot
CHEMBL5406891,CC(C)Cc1nc2cc(O)c(O)c(O)c2c(=O)n1-c1ccccc1,6.97,1,ChEMBL
CHEMBL5598122,O=C(Oc1cncc(Cl)c1)c1ccc(Cl)cc1Cl,6.97,1,ChEMBL
CHEMBL5596825,CCOc1ccc(C(=O)Oc2cncc(Br)c2)c(F)c1,6.97,1,ChEMBL
MAT-POS-96f51285-3,COc1ccc2cncc(NC(=O)C3CCOc4cc(F)c(Cl)cc43)c2c1,6.97,1,Moonshot
CHEMBL5441425,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc4cncn4c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.96,1,ChEMBL
CHEMBL5179454,O=c1c2ccccc2sn1Cc1ccco1,6.96,1,ChEMBL
CHEMBL3427141,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1cccc(Cl)c1,6.96,1,ChEMBL
CHEMBL5441524,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(n3)S(=O)(=O)CCO4)C(C)C)ncnc2[nH]1,6.96,1,ChEMBL
CHEMBL4863054,O=c1[nH]cc(-c2cc(-c3cc(Cl)cc(OCCC(F)(F)F)c3)c(=O)n(-c3cccnc3)c2)c(=O)[nH]1,6.96,1,ChEMBL
CHEMBL5560897,Cc1cccc(OCc2cc(Cl)cc(-c3cc(-c4c[nH]c(=O)[nH]c4=O)cn(-c4cccnc4)c3=O)c2)c1,6.96,1,ChEMBL
CHEMBL5563154,CC(C)C[C@H](NC(=O)OC[C@@H]1CCC(=O)N1Cc1cccc(F)c1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.96,1,ChEMBL
CHEMBL5567705,CC(C)C[C@H](NC(=O)OC[C@@H]1CCC(=O)N1Cc1cccc(Cl)c1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.96,1,ChEMBL
CHEMBL5571844,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1cn(CCOCCOCCOCCC(=O)N(C)CCN(C)c2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)nn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.96,1,ChEMBL
CHEMBL5594543,CCn1ccc(-c2cc(-c3cnn(C)c3)cc([C@@H](C)NC(=O)c3cc(OCCN(C)C)ccc3C)c2)n1,6.96,1,ChEMBL
CHEMBL5630515,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1[C@@H]2CC[C@@H](C2)[C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc2ccccc2s1,6.96,1,ChEMBL
CHEMBL5641848,[O-][S+](Cc1ncccn1)c1nnc(-c2ccc(Cl)cc2)o1,6.96,1,ChEMBL
CHEMBL5639088,CC(C)(C)c1ccc(-c2nnc([S+]([O-])Cc3cccnc3)o2)cc1,6.96,1,ChEMBL
CHEMBL6102705,O=C(/C=C/c1c(Cl)c(O)c(O)c(O)c1Cl)c1ccc(F)cc1,6.96,1,ChEMBL
CHEMBL6120916,Cc1ccc(N2CCN(CCC(=O)O)CC2)cc1C(=O)NC1(c2cccc3ccccc23)CC1,6.96,1,ChEMBL
CHEMBL6148428,Cc1ccc(NC(=O)CN(C)C)cc1C(=O)N[C@H](C)c1cc(-c2cccs2)cc(-c2cccs2)c1,6.96,1,ChEMBL
CHEMBL6120347,Cc1ccc(NCCN2CCCCC2)cc1C(=O)N[C@H](C)c1cc(-c2cccs2)cc(-c2cccs2)c1,6.96,1,ChEMBL
CHEMBL6152731,COCCn1cc(-c2cc(-c3cncs3)cc([C@@H](C)NC(=O)c3cc(OCCN(C)C)ccc3C)c2)cn1,6.96,1,ChEMBL
CHEMBL6103527,Cc1ccc(OCCN(C)C)cc1C(=O)N[C@H](C)c1cc(-c2cnn(CCN(C)C)c2)cc(-c2cccs2)c1,6.96,1,ChEMBL
CHEMBL6133903,Cc1ccc(OCCN(C)C)cc1C(=O)N[C@H](C)c1cc(-c2cnn(CCO)c2)cc(-c2cccs2)c1,6.96,1,ChEMBL
CHEMBL6160512,COCCn1cc(-c2cc(-c3cccs3)cc([C@@H](C)NC(=O)c3cc(OCCN(C)C)ccc3C)c2)cn1,6.96,1,ChEMBL
CHEMBL6152037,COCCn1cc(-c2cc(-c3cnn(C(F)F)c3)cc([C@@H](C)NC(=O)c3cc(OCCN(C)C)ccc3C)c2)cn1,6.96,1,ChEMBL
CHEMBL6159754,Cc1ccc(OCCN(C)C)cc1C(=O)N[C@H](C)c1cc(-c2cnn(C(C)C)c2)cc(-c2ccn(C)n2)c1,6.96,1,ChEMBL
CHEMBL6148482,CC(=O)n1cc(-c2cc(-c3cnn(C)c3)cc([C@@H](C)NC(=O)c3cc(OCCN(C)C)ccc3C)c2)cn1,6.96,1,ChEMBL
MAT-POS-78ab8081-3,CNC(=O)c1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C)CS(=O)(=O)C4)Cc4ccc(Cl)cc43)c2c1,6.96,1,Moonshot
MAT-POS-5cd9ea36-2,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)NC2CC2)Cc2ccc(Cl)cc21,6.95,1,Moonshot
MAT-POS-8293a91a-5,CNC(=O)CN1Cc2ccc(Cl)cc2[C@@H](C(=O)Nc2cncc3ccccc23)C1,6.95,1,Moonshot
ALP-POS-02c6a514-44,Cc1ccncc1C(C(=O)NCCc1cccc(F)c1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,6.95,1,Moonshot
CHEMBL5079592,Cc1ccc(NC2CNC2)cc1C(=O)N[C@H](C)c1cccc(-c2ccc(CN[C@H]3CC[C@@H](O)C3)s2)c1,6.95,1,ChEMBL
EDJ-MED-43f8f7d6-4,O=C(CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O)NC1CC1,6.95,1,Moonshot
CHEMBL5202735,CCOC(=O)CCCCN(C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)S(=O)(=O)c1ccc(OC)c([N+](=O)[O-])c1,6.94,1,ChEMBL
CHEMBL5442158,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccnc(OCCN(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.94,1,ChEMBL
CHEMBL5441776,CC(C)[C@@H](Nc1ncnc2[nH]c(C3=CCOC3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.94,1,ChEMBL
CHEMBL6134216,O=C(/C=C/c1c(Cl)c(O)c(O)c(O)c1Cl)c1c(Cl)c(O)c(O)c(O)c1Cl,6.94,1,ChEMBL
EDJ-MED-ede277f6-12,CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4cc(S(C)(=O)=O)ccc34)C2)CS(=O)(=O)C1,6.94,1,Moonshot
EDJ-MED-8bb691af-4,CNC(=O)CN1Cc2ccc(Cl)cc2C2(CCN(c3cncc4ccccc34)C2=O)C1,6.94,1,Moonshot
MAT-POS-af1eef35-2,COC(=O)CN(C)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,6.94,3,Moonshot
EDJ-MED-378a25ea-2,CNC(=O)c1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)c2c1,6.94,2,Moonshot
EDJ-MED-1981ceba-5,CN1CCN(S(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CC1,6.94,1,Moonshot
MAT-POS-5cd9ea36-6,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C(C(=O)Nc3cncc4ccccc34)C2)CCOCC1,6.94,1,Moonshot
CHEMBL358279,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,6.93,1,ChEMBL
MAT-POS-5cd9ea36-18,CN(CC#N)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,6.93,1,Moonshot
CHEMBL5192654,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2[nH]1,6.93,1,ChEMBL
CHEMBL5189273,O=C(Cn1sc2cccc(F)c2c1=O)Nc1ccccc1,6.93,1,ChEMBL
CHEMBL5424318,Cc1cc(-n2c(-c3ccccc3)nc3cc(O)c(O)c(O)c3c2=O)ccc1F,6.93,1,ChEMBL
CHEMBL5441991,CC(C)[C@@H](Nc1ncnc2[nH]c(C3=CCS(=O)(=O)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,6.93,1,ChEMBL
CHEMBL5562021,COc1cccc(CN(C#N)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)c1F,6.93,1,ChEMBL
CHEMBL5598082,O=C(Oc1cncc(Cl)c1)c1cccc(-c2ccccc2)c1,6.93,1,ChEMBL
MAT-POS-78ab8081-2,CN(C)CCOc1ccc2cncc(NC(=O)C3CN(S(=O)(=O)CC4(C#N)CC4)Cc4ccc(Cl)cc43)c2c1,6.93,1,Moonshot
MAT-POS-96f51285-1,COc1ccc2cncc(NC(=O)C3(OC)CCOc4ccc(Cl)cc43)c2c1,6.93,1,Moonshot
MAT-POS-4223bc15-25,NC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,6.92,1,Moonshot
ALP-POS-1460fd94-1,CNC(=O)CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3cc(COC)ccc23)C1,6.92,1,Moonshot
MAT-POS-e119ab4f-2,CNC(=O)CN1CC(C(=O)Nc2cncc3ccc(F)cc23)c2cc(Cl)ccc2C1=O,6.92,1,Moonshot
MAT-POS-5cd9ea36-3,O=C(Nc1cncc2ccccc12)C1CN(S(=O)(=O)NC2CCC2)Cc2ccc(Cl)cc21,6.92,1,Moonshot
MAT-POS-5cd9ea36-23,CN(CCO)S(=O)(=O)N1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,6.92,1,Moonshot
MAT-POS-5cd9ea36-13,O=C(CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1)NC1CC1,6.92,1,Moonshot
CHEMBL5200532,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1)C2(C)C)C(C)(C)C,6.92,1,ChEMBL
CHEMBL5176816,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O)C2(C)C,6.92,1,ChEMBL
CHEMBL5200414,COc1cc(NC(=O)Cn2sc3cc(F)ccc3c2=O)cc(OC)c1,6.92,1,ChEMBL
CHEMBL5421178,CC(C)C[C@H](NC(=O)OCC(C)(C)Oc1cccc(F)c1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],6.92,1,ChEMBL
CHEMBL5437439,Cc1scnc1COc1cc(Cl)cc(-n2cc(-c3ccc(=O)[nH]c3)c(=O)n(-c3cccnc3)c2=O)c1,6.92,1,ChEMBL
CHEMBL5441411,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)NCC4)C(C)C)ncnc2[nH]1,6.92,1,ChEMBL
CHEMBL5441436,CNC(=O)c1c[nH]c2ncnc(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)c12,6.92,1,ChEMBL
CHEMBL5441971,CCNC(=O)c1cc2c(N[C@H](c3ccc4c(n3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,6.92,1,ChEMBL
CHEMBL5559801,Cn1cc2cc(/N=c3\[nH]c(=O)n(Cc4nnn[nH]4)c(=O)n3Cc3cc(F)c(F)cc3F)c(Cl)cc2n1,6.92,1,ChEMBL
CHEMBL4854695,N#Cc1ccccc1-c1cc(-c2cc(Cl)cc(OCCC(F)(F)F)c2)c(=O)n(-c2cccnc2)c1,6.92,1,ChEMBL
CHEMBL4872194,CCCOc1cc(Cl)cc(-c2cc(-c3c[nH]c(=O)[nH]c3=O)cn(-c3cccnc3)c2=O)c1,6.92,1,ChEMBL
CHEMBL5562454,CN(C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)N(C#N)Cc1cc(Cl)ccc1F,6.92,1,ChEMBL
CHEMBL467960,O=C(Oc1cncc(Cl)c1)c1ccc(F)cc1,6.92,1,ChEMBL
CHEMBL6144424,Cc1ccc(OCCN(C)C)cc1C(=O)N[C@H](C)c1cc(-c2ccn(C)n2)cc(-c2ccn(C3CC3)n2)c1,6.92,1,ChEMBL
CHEMBL6147768,Cc1ccc(OCCN(C)C)cc1C(=O)N[C@H](C)c1cc(-c2cnn(C)c2)cc(-c2ccc(CN3CCOCC3)o2)c1,6.92,1,ChEMBL
CHEMBL6148043,CCOC(=O)/C=C/C(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc(-c2ccsc2)c1,6.92,1,ChEMBL
CHEMBL496316,O=C(Oc1cncc(Cl)c1)c1ccc2c(ccn2S(=O)(=O)c2cccc([N+](=O)[O-])c2)c1,6.92,1,ChEMBL
MAT-POS-a13804f0-3,O=C(Nc1cncc2ccccc12)[C@@H]1CCOc2cc(F)c(Cl)cc21,6.92,1,Moonshot
EDJ-MED-8bb691af-6,N#CC1(CS(=O)(=O)N2Cc3ccc(Cl)cc3C3(CCN(c4cncc5ccccc45)C3=O)C2)CC1,6.92,2,Moonshot
LUO-POS-868e8996-7,CNC(=O)CN1C[C@@]2(CC(=O)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,6.91,1,Moonshot
CHEMBL5434000,CC(C)Cn1c(-c2ccccc2)nc2cc(O)c(O)c(O)c2c1=O,6.91,1,ChEMBL
CHEMBL5406114,O=c1c2c(O)c(O)c(O)cc2nc(-c2ccccc2)n1C1CCCC1,6.91,1,ChEMBL
CHEMBL5418476,C/N=c1\nc(-c2ccccc2)n(-c2ccc(F)cc2)s1,6.91,1,ChEMBL
CHEMBL5441402,CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,6.91,1,ChEMBL
