id,smiles,pIC50,n,source
CHEMBL6056048,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5884797,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(C3CC3)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5829332,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)cc(F)cc2[nH]1,7.0,1,ChEMBL
CHEMBL6027325,Cc1c(C(=O)N(C)[C@@H](CC(C)C)C(=O)N2C[C@]3(C[C@H]2C#N)C(=O)Nc2ccccc23)[nH]c2cc(F)cc(F)c12,7.0,1,ChEMBL
CHEMBL5780559,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(OC(F)(F)F)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5877193,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2ccc(F)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5995816,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(OC(F)F)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5314432,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)cc(F)c(F)c2[nH]1,7.0,1,ChEMBL
CHEMBL5978704,COc1cccc2c1cc(C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C[C@]3(C[C@H]1C#N)C(=O)Nc1ccccc13)n2C,7.0,1,ChEMBL
CHEMBL5868723,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(-c3ccccc3)ccc2[nH]1,7.0,1,ChEMBL
CHEMBL5747587,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2ccc(-c3ccccc3)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5965406,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(C(C)(C)C)ccc2[nH]1,7.0,1,ChEMBL
CHEMBL5855011,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5838121,COc1ccc(Cl)c(C(=O)N(C)[C@@H](CC(C)C)C(=O)N2C[C@]3(C[C@H]2C#N)C(=O)Nc2ccccc23)c1,7.0,1,ChEMBL
CHEMBL5750584,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1ncccc1Cl,7.0,1,ChEMBL
CHEMBL5951678,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cncc(C#N)c1,7.0,1,ChEMBL
CHEMBL5968812,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1ccc(F)cc1Cl,7.0,1,ChEMBL
CHEMBL5974196,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc(F)ccc1Cl,7.0,1,ChEMBL
CHEMBL5831009,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1ccc(F)c(Cl)c1,7.0,1,ChEMBL
CHEMBL5849032,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1c(Cl)cccc1Cl,7.0,1,ChEMBL
CHEMBL5778182,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(Cl)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5815342,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(Br)ccc(Cl)c2[nH]1,7.0,1,ChEMBL
CHEMBL5901881,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(C#N)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5768326,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(F)cc(F)c2[nH]1,7.0,1,ChEMBL
CHEMBL5841409,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(F)c(F)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5771622,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(F)ccc2[nH]1,7.0,1,ChEMBL
CHEMBL5860605,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)ccc(F)c2[nH]1,7.0,1,ChEMBL
CHEMBL5900457,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(Cl)cc(F)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5960582,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)c(Cl)ccc2[nH]1,7.0,1,ChEMBL
CHEMBL5969746,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(Cl)cc(Cl)cc2[nH]1,7.0,1,ChEMBL
CHEMBL6042099,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1n[nH]c2ccccc12,7.0,1,ChEMBL
CHEMBL5838587,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(Cl)cc(Cl)c2[nH]1,7.0,1,ChEMBL
CHEMBL5977150,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2ccccc2[nH]1,7.0,1,ChEMBL
CHEMBL5794767,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(Br)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5821316,CN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](Cc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5752237,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](Cc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL6022428,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(OC3CC3)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL6051372,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)c(F)c(F)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5900554,CC(C)C[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(C(C)C)ccc2[nH]1,7.0,1,ChEMBL
CHEMBL6027752,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC(C)(C)C)C(=O)N3C[C@]4(C[C@H]3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5876270,CN(C(=O)c1cc2c(F)c(F)ccc2[nH]1)[C@@H](CC(C)(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5918442,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC(C)(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5792572,CN(C(=O)OCc1ccccc1)[C@@H](CC1CCC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5767362,CCN(C(=O)OCc1ccccc1)[C@@H](CC(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5852872,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC1CCC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5851548,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC3CCC3)C(=O)N3C[C@]4(C[C@H]3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5982458,CN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](CC1CCC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5990117,CN(C(=O)c1cc2c(OC3CC3)cccc2[nH]1)[C@@H](CC1CCC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5743317,CCN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](CC(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5777609,C=CCN(C(=O)OCc1ccccc1)[C@@H](CC(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5882479,CCCN(C(=O)OCc1ccccc1)[C@@H](CC(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5915508,CCCN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](CC(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5986428,CCCN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC(C)C)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5955308,CC(C)CC[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)OCc1ccccc1,7.0,1,ChEMBL
CHEMBL5935917,CN(C(=O)OCc1ccccc1)[C@@H](CC(C)(C)F)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5824397,CN(C(=O)OCc1ccccc1)[C@@H](CC1CC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL6018536,CN(C(=O)OCc1ccccc1)[C@@H](CC1CCCCC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5844074,CC(C)CC[C@@H](C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)cc(F)cc2[nH]1,7.0,1,ChEMBL
CHEMBL6048782,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CCC(C)C)C(=O)N3C[C@]4(C[C@H]3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5972573,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC3CCCC3)C(=O)N3C[C@]4(C[C@H]3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5750808,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC1CCCC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5892203,CN(C(=O)c1cc2c(OC(F)(F)F)cccc2[nH]1)[C@@H](CC1CCCC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5763144,CN(C(=O)c1cc2c(F)cc(F)c(F)c2[nH]1)[C@@H](CC1CCCC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5884559,CN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](CC1CCCCC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5747114,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC1CCCCC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5811677,CN(C(=O)c1cc2c(F)c(F)ccc2[nH]1)[C@@H](CC1CCCCC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5923080,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC3CCCCC3)C(=O)N3C[C@]4(C[C@H]3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5858937,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC3CC3)C(=O)N3C[C@]4(C[C@H]3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5821623,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](CC1CC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5818559,CN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](CC1CC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL6008705,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N3C[C@]4(C[C@H]3C=O)C(=O)N(C)c3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL6055211,COc1cccc2[nH]c(C(=O)N(C)[C@@H](CC(C)C)C(=O)N3C[C@]4(C[C@H]3C#N)C(=O)N(C)c3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL6011212,CC(C)C[C@H](NC(=O)NCc1ccccc1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5779451,CC(C)(F)C[C@H](NC(=O)c1cc2c(F)cc(F)cc2[nH]1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccc(Cl)cc12,7.0,1,ChEMBL
CHEMBL5816118,CN(C(=O)c1cnn(-c2ccccc2C(F)(F)F)c1)[C@@H](CC1CC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5808803,CN(C(=O)c1cnn(C(C)(C)C)c1)[C@@H](CC1CC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5829690,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)c1cc2c(OC(F)F)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5860499,COc1cccc2[nH]c(C(=O)N3C[C@@H]4CCC[C@@H]4[C@H]3C(=O)N[C@H](C#N)C[C@@H]3CCCNC3=O)cc12,7.0,1,ChEMBL
CHEMBL5849258,O=C(NC1CCCCC1)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)c1cc2c(OC(F)F)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5797024,O=C(NCc1ccccc1)C(=O)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)c1cc2c(OC(F)F)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5879573,CC(C)(C)[C@H](NC(=O)C1CCCC1)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,7.0,1,ChEMBL
CHEMBL5956578,N#C[C@@H]1C[C@@]2(CN1C(=O)C(CC1CCC1)NC(=O)OCc1ccccc1)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5748094,CC(C)C[C@H](NC(=O)OC1(c2ccccc2)CC1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL6015854,COc1cccc2[nH]c(C(=O)N[C@H](CC3CCC3)C(=O)N3C[C@]4(C[C@H]3C#N)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5958667,CC(C)(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)N1C[C@]2(C[C@H]1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL6055687,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5793337,CC(C)C[C@H](NC(=O)c1cc2c(F)cccc2[nH]1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1c(F)cccc12,7.0,1,ChEMBL
CHEMBL5851593,C=[S](=O)([Na])C(O)C1C[C@@]2(CN1C(=O)[C@H](CC(C)C)NC(=O)c1cc3c(OC)cccc3[nH]1)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5897133,C=[S](=O)([Na])C(O)C1C[C@@]2(CN1C(=O)[C@H](CC(C)C)N(C)C(=O)c1cc3c(F)cccc3[nH]1)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5938670,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N3C[C@]4(CC3C(=O)C(=O)NCc3ccccc3)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5755966,COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N3C[C@]4(CC3C(=O)C(=O)NC3CCCCC3)C(=O)Nc3ccccc34)cc12,7.0,1,ChEMBL
CHEMBL5995672,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)OCc1ccccc1,7.0,1,ChEMBL
CHEMBL5824309,CN(C(=O)OCc1ccccc1)[C@@H](CC(C)(C)C)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5776778,CN(C(=O)OCc1ccccc1)[C@@H](Cc1ccccc1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5971867,COc1cccc2c1C=C(COC(=O)N(C)[C@@H](CC(C)C)C(=O)N1C[C@]3(CC1C#N)C(=O)Nc1ccccc13)C2,7.0,1,ChEMBL
CHEMBL5796402,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5961070,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(C3CC3)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL6002193,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)cc(F)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5844800,Cc1c(C(=O)N(C)[C@@H](CC(C)C)C(=O)N2C[C@]3(CC2C#N)C(=O)Nc2ccccc23)[nH]c2cc(F)cc(F)c12,7.0,1,ChEMBL
CHEMBL5794779,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(OC(F)(F)F)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL6011427,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2ccc(F)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5794534,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(OC(F)F)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5839885,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)cc(F)c(F)c2[nH]1,7.0,1,ChEMBL
CHEMBL5924935,COc1cccc2c1cc(C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C[C@]3(CC1C#N)C(=O)Nc1ccccc13)n2C,7.0,1,ChEMBL
CHEMBL5874243,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(-c3ccccc3)ccc2[nH]1,7.0,1,ChEMBL
CHEMBL6061464,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2ccc(-c3ccccc3)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5844034,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(C(C)(C)C)ccc2[nH]1,7.0,1,ChEMBL
CHEMBL5783940,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2ccc(C(C)(C)C)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5793195,COc1ccc(Cl)c(C(=O)N(C)[C@@H](CC(C)C)C(=O)N2C[C@]3(CC2C#N)C(=O)Nc2ccccc23)c1,7.0,1,ChEMBL
CHEMBL5776828,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1ncccc1Cl,7.0,1,ChEMBL
CHEMBL5944120,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cnccc1C#N,7.0,1,ChEMBL
CHEMBL5853587,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1ccc(F)cc1Cl,7.0,1,ChEMBL
CHEMBL5867918,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc(F)ccc1Cl,7.0,1,ChEMBL
CHEMBL5887703,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1ccc(F)c(Cl)c1,7.0,1,ChEMBL
CHEMBL5888109,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1c(Cl)cccc1Cl,7.0,1,ChEMBL
CHEMBL6060106,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(Cl)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL6018690,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(Br)ccc(Cl)c2[nH]1,7.0,1,ChEMBL
CHEMBL5809767,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(C#N)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL6018307,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(F)cc(F)c2[nH]1,7.0,1,ChEMBL
CHEMBL5836296,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(F)c(F)cc2[nH]1,7.0,1,ChEMBL
CHEMBL6060747,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(F)ccc2[nH]1,7.0,1,ChEMBL
CHEMBL5740400,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)ccc(F)c2[nH]1,7.0,1,ChEMBL
CHEMBL5852447,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(Cl)cc(F)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5900935,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)c(Cl)ccc2[nH]1,7.0,1,ChEMBL
CHEMBL6009668,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(Cl)cc(Cl)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5821900,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1n[nH]c2ccccc12,7.0,1,ChEMBL
CHEMBL5784105,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(Cl)cc(Cl)c2[nH]1,7.0,1,ChEMBL
CHEMBL5969853,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2ccccc2[nH]1,7.0,1,ChEMBL
CHEMBL6045101,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(Br)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5799938,CN(C(=O)c1cc2c(F)cccc2[nH]1)[C@@H](Cc1ccccc1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL5781476,CN(C(=O)c1cc2c(F)cc(F)cc2[nH]1)[C@@H](Cc1ccccc1)C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12,7.0,1,ChEMBL
CHEMBL6052097,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(OC3CC3)cccc2[nH]1,7.0,1,ChEMBL
CHEMBL5842482,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2c(F)c(F)c(F)cc2[nH]1,7.0,1,ChEMBL
CHEMBL5999917,CC(C)C[C@@H](C(=O)N1C[C@]2(CC1C#N)C(=O)Nc1ccccc12)N(C)C(=O)c1cc2cc(C(C)C)ccc2[nH]1,7.0,1,ChEMBL
